,0,1
11545,UniRef90_P76127,g__Klebsiella.s__Klebsiella_pneumoniae
11547,UniRef90_A0A0T5XRK4,g__Escherichia.s__Escherichia_coli
11549,UniRef90_A0A0T5XRK4,g__Klebsiella.s__Klebsiella_pneumoniae
11551,UniRef90_A0A1X3AEA6,g__Enterococcus.s__Enterococcus_faecalis
11553,UniRef90_A0A376DAJ1,g__Escherichia.s__Escherichia_coli
11555,UniRef90_V8BHM6,g__Streptococcus.s__Streptococcus_parasanguinis
11557,UniRef90_A0A376I074,g__Escherichia.s__Escherichia_coli
11558,UniRef90_A0A376I074,g__Klebsiella.s__Klebsiella_pneumoniae
11561,UniRef90_D3WAC8,g__Enterococcus.s__Enterococcus_faecalis
11562,UniRef90_D3WAC8,g__Escherichia.s__Escherichia_coli
11566,UniRef90_A4W5F6,g__Klebsiella.s__Klebsiella_pneumoniae
11567,UniRef90_A4W5F6,g__Escherichia.s__Escherichia_coli
11569,UniRef90_A0A1C0P3U8,g__Escherichia.s__Escherichia_coli
11571,UniRef90_A0A2A7M774,g__Escherichia.s__Escherichia_coli
11573,UniRef90_A0A0G3K087,g__Escherichia.s__Escherichia_coli
11575,UniRef90_A0A135PP86,g__Escherichia.s__Escherichia_coli
11579,UniRef90_P39363,g__Escherichia.s__Escherichia_coli
11587,UniRef90_S4BVI4,g__Enterococcus.s__Enterococcus_faecalis
11589,UniRef90_A0A225TYW8,g__Raoultella.s__Raoultella_ornithinolytica
11591,UniRef90_A0A0A0HF89,g__Escherichia.s__Escherichia_coli
11593,UniRef90_U9YWQ2,g__Escherichia.s__Escherichia_coli
11595,UniRef90_A0A0T5XKR1,g__Klebsiella.s__Klebsiella_pneumoniae
11596,UniRef90_A0A0T5XKR1,g__Escherichia.s__Escherichia_coli
11599,UniRef90_P39364,g__Escherichia.s__Escherichia_coli
11601,UniRef90_M9GDM6,g__Escherichia.s__Escherichia_coli
11603,UniRef90_A0A0T5XKU0,g__Escherichia.s__Escherichia_coli
11604,UniRef90_A0A0T5XKU0,g__Klebsiella.s__Klebsiella_pneumoniae
11607,UniRef90_A0A2U9H7K7,g__Escherichia.s__Escherichia_coli
11608,UniRef90_A0A2U9H7K7,g__Klebsiella.s__Klebsiella_pneumoniae
11611,UniRef90_A0A0T5XHQ3,g__Escherichia.s__Escherichia_coli
11612,UniRef90_A0A0T5XHQ3,g__Klebsiella.s__Klebsiella_pneumoniae
11614,UniRef90_A0A0A0GCL9,g__Escherichia.s__Escherichia_coli
11617,UniRef90_P06715,g__Klebsiella.s__Klebsiella_pneumoniae
11618,UniRef90_P06715,g__Escherichia.s__Escherichia_coli
11620,UniRef90_Q1RDL1,g__Escherichia.s__Escherichia_coli
11622,UniRef90_P0AAD2,g__Escherichia.s__Escherichia_coli
11623,UniRef90_P0AAD2,g__Raoultella.s__Raoultella_ornithinolytica
11625,UniRef90_P0AAD2,g__Klebsiella.s__Klebsiella_quasipneumoniae
11626,UniRef90_P0AAD2,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11627,UniRef90_P0AAD2,g__Klebsiella.s__Klebsiella_variicola
11628,UniRef90_P0AAD2,g__Klebsiella.s__Klebsiella_pneumoniae
11630,UniRef90_A0A0T5XHL5,g__Escherichia.s__Escherichia_coli
11632,UniRef90_A0A0T5XHL5,g__Klebsiella.s__Klebsiella_pneumoniae
11634,UniRef90_A0A0T5XQD8,g__Escherichia.s__Escherichia_coli
11635,UniRef90_A0A0T5XQD8,g__Klebsiella.s__Klebsiella_pneumoniae
11638,UniRef90_E6BPS5,g__Escherichia.s__Escherichia_coli
11642,UniRef90_A0A377B6M0,g__Escherichia.s__Escherichia_coli
11643,UniRef90_A0A377B6M0,g__Klebsiella.s__Klebsiella_pneumoniae
11646,UniRef90_P0AF60,g__Escherichia.s__Escherichia_coli
11647,UniRef90_P0AF60,g__Klebsiella.s__Klebsiella_pneumoniae
11649,UniRef90_A0A1Q6A8V1,g__Escherichia.s__Escherichia_coli
11651,UniRef90_UPI00066C53A2,g__Escherichia.s__Escherichia_coli
11653,UniRef90_P03817,g__Escherichia.s__Escherichia_coli
11654,UniRef90_P03817,g__Klebsiella.s__Klebsiella_pneumoniae
11656,UniRef90_A0A0T5XT72,g__Escherichia.s__Escherichia_coli
11657,UniRef90_A0A0T5XT72,g__Klebsiella.s__Klebsiella_pneumoniae
11659,UniRef90_A0A370ZA87,g__Klebsiella.s__Klebsiella_pneumoniae
11662,UniRef90_UPI0003AC6592,g__Klebsiella.s__Klebsiella_pneumoniae
11664,UniRef90_A0A0T5XPV4,g__Escherichia.s__Escherichia_coli
11665,UniRef90_A0A0T5XPV4,g__Klebsiella.s__Klebsiella_pneumoniae
11668,UniRef90_E2QIR9,g__Escherichia.s__Escherichia_coli
11669,UniRef90_E2QIR9,g__Klebsiella.s__Klebsiella_pneumoniae
11671,UniRef90_A0A2H9G4B4,g__Escherichia.s__Escherichia_coli
11672,UniRef90_A0A2H9G4B4,g__Klebsiella.s__Klebsiella_pneumoniae
11678,UniRef90_A0A023Z0H6,g__Escherichia.s__Escherichia_coli
11680,UniRef90_A0A1D7PT98,g__Escherichia.s__Escherichia_coli
11682,UniRef90_I6E8B6,g__Escherichia.s__Escherichia_coli
11685,UniRef90_B7M4N2,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11686,UniRef90_B7M4N2,g__Klebsiella.s__Klebsiella_variicola
11687,UniRef90_B7M4N2,g__Escherichia.s__Escherichia_coli
11688,UniRef90_B7M4N2,g__Klebsiella.s__Klebsiella_quasipneumoniae
11689,UniRef90_B7M4N2,g__Raoultella.s__Raoultella_ornithinolytica
11690,UniRef90_B7M4N2,g__Klebsiella.s__Klebsiella_pneumoniae
11693,UniRef90_A0A0T5XHX8,g__Escherichia.s__Escherichia_coli
11694,UniRef90_A0A0T5XHX8,g__Raoultella.s__Raoultella_ornithinolytica
11695,UniRef90_A0A0T5XHX8,g__Klebsiella.s__Klebsiella_pneumoniae
11696,UniRef90_A0A0T5XHX8,g__Klebsiella.s__Klebsiella_quasipneumoniae
11697,UniRef90_A0A0T5XHX8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11701,UniRef90_A0A0T5XQD3,g__Escherichia.s__Escherichia_coli
11703,UniRef90_A0A0T5XQD3,g__Klebsiella.s__Klebsiella_pneumoniae
11707,UniRef90_A0A1J8DXS6,g__Escherichia.s__Escherichia_coli
11709,UniRef90_A5A612,g__Escherichia.s__Escherichia_coli
11711,UniRef90_A0A2I5SUQ8,g__Escherichia.s__Escherichia_coli
11713,UniRef90_A0A0T5XGK5,g__Klebsiella.s__Klebsiella_pneumoniae
11715,UniRef90_A0A0T5XGK5,g__Escherichia.s__Escherichia_coli
11717,UniRef90_A0A376SYE0,g__Escherichia.s__Escherichia_coli
11720,UniRef90_A0A0T5XQC6,g__Escherichia.s__Escherichia_coli
11721,UniRef90_A0A0T5XQC6,g__Klebsiella.s__Klebsiella_pneumoniae
11724,UniRef90_A0A0T5XM89,g__Klebsiella.s__Klebsiella_pneumoniae
11725,UniRef90_A0A0T5XM89,g__Escherichia.s__Escherichia_coli
11728,UniRef90_A0A377F514,g__Escherichia.s__Escherichia_coli
11729,UniRef90_A0A377F514,g__Klebsiella.s__Klebsiella_pneumoniae
11731,UniRef90_A0A2X2W8W3,g__Escherichia.s__Escherichia_coli
11734,UniRef90_A0A0M7EG41,g__Klebsiella.s__Klebsiella_pneumoniae
11738,UniRef90_Q9Z6B9,g__Klebsiella.s__Klebsiella_pneumoniae
11739,UniRef90_Q9Z6B9,g__Klebsiella.s__Klebsiella_quasipneumoniae
11740,UniRef90_Q9Z6B9,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11741,UniRef90_Q9Z6B9,g__Raoultella.s__Raoultella_ornithinolytica
11742,UniRef90_Q9Z6B9,g__Klebsiella.s__Klebsiella_variicola
11743,UniRef90_Q9Z6B9,g__Escherichia.s__Escherichia_coli
11745,UniRef90_P37985,g__Raoultella.s__Raoultella_ornithinolytica
11746,UniRef90_P37985,g__Escherichia.s__Escherichia_coli
11747,UniRef90_P37985,g__Klebsiella.s__Klebsiella_pneumoniae
11748,UniRef90_P37985,g__Klebsiella.s__Klebsiella_variicola
11749,UniRef90_P37985,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11750,UniRef90_P37985,g__Klebsiella.s__Klebsiella_quasipneumoniae
11754,UniRef90_A0A0M4HW80,g__Escherichia.s__Escherichia_coli
11757,UniRef90_A0A080GIU1,g__Escherichia.s__Escherichia_coli
11760,UniRef90_UPI000C7F2DA6,g__Klebsiella.s__Klebsiella_pneumoniae
11762,UniRef90_E1JFN0,g__Escherichia.s__Escherichia_coli
11766,UniRef90_A0A156SAK3,g__Klebsiella.s__Klebsiella_pneumoniae
11770,UniRef90_A0A1D3KMX7,g__Klebsiella.s__Klebsiella_variicola
11771,UniRef90_A0A1D3KMX7,g__Raoultella.s__Raoultella_ornithinolytica
11772,UniRef90_A0A1D3KMX7,g__Klebsiella.s__Klebsiella_pneumoniae
11773,UniRef90_A0A1D3KMX7,g__Klebsiella.s__Klebsiella_quasipneumoniae
11774,UniRef90_A0A1D3KMX7,g__Escherichia.s__Escherichia_coli
11778,UniRef90_A0A2I5L844,g__Klebsiella.s__Klebsiella_pneumoniae
11779,UniRef90_A0A2I5L844,g__Klebsiella.s__Klebsiella_variicola
11782,UniRef90_A0A0T5XML8,g__Escherichia.s__Escherichia_coli
11783,UniRef90_A0A0T5XML8,g__Klebsiella.s__Klebsiella_pneumoniae
11790,UniRef90_A0A336JJN5,g__Klebsiella.s__Klebsiella_pneumoniae
11792,UniRef90_H4UK48,g__Escherichia.s__Escherichia_coli
11794,UniRef90_V0VJG7,g__Escherichia.s__Escherichia_coli
11797,UniRef90_D5CE37,g__Escherichia.s__Escherichia_coli
11798,UniRef90_D5CE37,g__Klebsiella.s__Klebsiella_pneumoniae
11800,UniRef90_A0A0J1KN13,g__Escherichia.s__Escherichia_coli
11802,UniRef90_A0A1X3K698,g__Escherichia.s__Escherichia_coli
11804,UniRef90_A0A0T5XI56,g__Escherichia.s__Escherichia_coli
11806,UniRef90_A0A0T5XI56,g__Klebsiella.s__Klebsiella_pneumoniae
11808,UniRef90_P03009,g__Escherichia.s__Escherichia_coli
11809,UniRef90_P03009,g__Klebsiella.s__Klebsiella_quasipneumoniae
11810,UniRef90_P03009,g__Klebsiella.s__Klebsiella_pneumoniae
11811,UniRef90_P03009,g__Raoultella.s__Raoultella_ornithinolytica
11812,UniRef90_P03009,g__Klebsiella.s__Klebsiella_variicola
11814,UniRef90_A0A0U3B1T2,g__Klebsiella.s__Klebsiella_pneumoniae
11819,UniRef90_A7ZHF3,g__Escherichia.s__Escherichia_coli
11821,UniRef90_A7ZHF3,g__Klebsiella.s__Klebsiella_pneumoniae
11823,UniRef90_P52665,g__Escherichia.s__Escherichia_coli
11824,UniRef90_P52665,g__Klebsiella.s__Klebsiella_pneumoniae
11828,UniRef90_A0A2S5ZSN8,g__Raoultella.s__Raoultella_ornithinolytica
11829,UniRef90_A0A2S5ZSN8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11830,UniRef90_A0A2S5ZSN8,g__Klebsiella.s__Klebsiella_pneumoniae
11831,UniRef90_A0A2S5ZSN8,g__Klebsiella.s__Klebsiella_variicola
11832,UniRef90_A0A2S5ZSN8,g__Klebsiella.s__Klebsiella_quasipneumoniae
11833,UniRef90_A0A2S5ZSN8,g__Escherichia.s__Escherichia_coli
11835,UniRef90_A0A1C0P338,g__Klebsiella.s__Klebsiella_variicola
11836,UniRef90_A0A1C0P338,g__Escherichia.s__Escherichia_coli
11838,UniRef90_A0A0T5XNY7,g__Escherichia.s__Escherichia_coli
11839,UniRef90_A0A0T5XNY7,g__Klebsiella.s__Klebsiella_pneumoniae
11842,UniRef90_P0AFD8,g__Raoultella.s__Raoultella_ornithinolytica
11843,UniRef90_P0AFD8,g__Escherichia.s__Escherichia_coli
11844,UniRef90_P0AFD8,g__Klebsiella.s__Klebsiella_pneumoniae
11846,UniRef90_P0AFD8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11847,UniRef90_P0AFD8,g__Klebsiella.s__Klebsiella_variicola
11849,UniRef90_H4IYE8,g__Escherichia.s__Escherichia_coli
11853,UniRef90_A0A2X1L0C1,g__Escherichia.s__Escherichia_coli
11855,UniRef90_G2S4J9,g__Klebsiella.s__Klebsiella_pneumoniae
11860,UniRef90_G8LLA6,g__Klebsiella.s__Klebsiella_pneumoniae
11862,UniRef90_A0A0B1DJG3,g__Escherichia.s__Escherichia_coli
11864,UniRef90_A0A029IEE3,g__Escherichia.s__Escherichia_coli
11869,UniRef90_D7ZMN5,g__Escherichia.s__Escherichia_coli
11871,UniRef90_A0A1V2T820,g__Escherichia.s__Escherichia_coli
11873,UniRef90_A0A0L7C8K1,g__Bifidobacterium.s__Bifidobacterium_longum
11874,UniRef90_A0A0L7C8K1,g__Bifidobacterium.s__Bifidobacterium_breve
11878,UniRef90_A0A0H2VBV4,g__Escherichia.s__Escherichia_coli
11883,UniRef90_UPI0003C39E4D,g__Escherichia.s__Escherichia_coli
11885,UniRef90_A0A377E5H4,g__Klebsiella.s__Klebsiella_pneumoniae
11886,UniRef90_A0A377E5H4,g__Escherichia.s__Escherichia_coli
11889,UniRef90_A0A0T5XEH0,g__Klebsiella.s__Klebsiella_pneumoniae
11890,UniRef90_A0A0T5XEH0,g__Klebsiella.s__Klebsiella_variicola
11891,UniRef90_A0A0T5XEH0,g__Escherichia.s__Escherichia_coli
11893,UniRef90_J7QMD5,g__Escherichia.s__Escherichia_coli
11894,UniRef90_J7QMD5,g__Klebsiella.s__Klebsiella_pneumoniae
11902,UniRef90_A0A166YVR4,g__Escherichia.s__Escherichia_coli
11903,UniRef90_A0A166YVR4,g__Klebsiella.s__Klebsiella_pneumoniae
11905,UniRef90_A0A376RRC6,g__Escherichia.s__Escherichia_coli
11909,UniRef90_A0A0T5XRH4,g__Escherichia.s__Escherichia_coli
11912,UniRef90_H4KI93,g__Escherichia.s__Escherichia_coli
11914,UniRef90_A0A376L9J9,g__Escherichia.s__Escherichia_coli
11918,UniRef90_C3SN52,g__Escherichia.s__Escherichia_coli
11920,UniRef90_A0A0T5XQ19,g__Klebsiella.s__Klebsiella_pneumoniae
11922,UniRef90_A0A0T5XQ19,g__Escherichia.s__Escherichia_coli
11925,UniRef90_A0A336IZC9,g__Raoultella.s__Raoultella_ornithinolytica
11926,UniRef90_A0A336IZC9,g__Escherichia.s__Escherichia_coli
11927,UniRef90_A0A336IZC9,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11928,UniRef90_A0A336IZC9,g__Klebsiella.s__Klebsiella_quasipneumoniae
11929,UniRef90_A0A336IZC9,g__Klebsiella.s__Klebsiella_variicola
11930,UniRef90_A0A336IZC9,g__Klebsiella.s__Klebsiella_pneumoniae
11934,UniRef90_S1L5A1,g__Escherichia.s__Escherichia_coli
11936,UniRef90_UPI0002C9732B,g__Escherichia.s__Escherichia_coli
11939,UniRef90_A0A0T5XND0,g__Klebsiella.s__Klebsiella_pneumoniae
11940,UniRef90_A0A0T5XND0,g__Escherichia.s__Escherichia_coli
11943,UniRef90_W0BNM0,g__Klebsiella.s__Klebsiella_pneumoniae
11946,UniRef90_A0A0T5XEP1,g__Escherichia.s__Escherichia_coli
11947,UniRef90_A0A0T5XEP1,g__Klebsiella.s__Klebsiella_pneumoniae
11951,UniRef90_A0A1X3K3T5,g__Escherichia.s__Escherichia_coli
11953,UniRef90_A0A0T5XEF6,g__Escherichia.s__Escherichia_coli
11954,UniRef90_A0A0T5XEF6,g__Klebsiella.s__Klebsiella_pneumoniae
11956,UniRef90_A0A377N267,g__Escherichia.s__Escherichia_coli
11961,UniRef90_A0A2Y0QMV8,g__Escherichia.s__Escherichia_coli
11962,UniRef90_A0A2Y0QMV8,g__Klebsiella.s__Klebsiella_pneumoniae
11967,UniRef90_A0A0J1YW30,g__Escherichia.s__Escherichia_coli
11968,UniRef90_A0A0J1YW30,g__Klebsiella.s__Klebsiella_pneumoniae
11971,UniRef90_D8A5Y5,g__Escherichia.s__Escherichia_coli
11973,UniRef90_A0A376WY53,g__Escherichia.s__Escherichia_coli
11976,UniRef90_A0A370ZFX2,g__Klebsiella.s__Klebsiella_pneumoniae
11979,UniRef90_A0A327I297,g__Escherichia.s__Escherichia_coli
11984,UniRef90_A0A0T5XIZ0,g__Klebsiella.s__Klebsiella_pneumoniae
11985,UniRef90_A0A0T5XIZ0,g__Escherichia.s__Escherichia_coli
11988,UniRef90_A0A377CI27,g__Escherichia.s__Escherichia_coli
11991,UniRef90_A0A0T5XKX5,g__Klebsiella.s__Klebsiella_pneumoniae
11992,UniRef90_A0A0T5XKX5,g__Escherichia.s__Escherichia_coli
11995,UniRef90_A4WDN8,g__Klebsiella.s__Klebsiella_pneumoniae
11997,UniRef90_A4WDN8,g__Escherichia.s__Escherichia_coli
12003,UniRef90_A0A1X1LSN4,g__Escherichia.s__Escherichia_coli
12009,UniRef90_A0A0A8KBG2,g__Escherichia.s__Escherichia_coli
12012,UniRef90_A0A381H6R4,g__Escherichia.s__Escherichia_coli
12014,UniRef90_D6IG98,g__Escherichia.s__Escherichia_coli
12018,UniRef90_A0A1X9VDJ8,g__Escherichia.s__Escherichia_coli
12021,UniRef90_A0A336JL78,g__Klebsiella.s__Klebsiella_pneumoniae
12023,UniRef90_A0A0F6F1Z0,g__Escherichia.s__Escherichia_coli
12025,UniRef90_P37692,g__Klebsiella.s__Klebsiella_pneumoniae
12026,UniRef90_P37692,g__Escherichia.s__Escherichia_coli
12029,UniRef90_A0A0T5XRD9,g__Klebsiella.s__Klebsiella_pneumoniae
12030,UniRef90_A0A0T5XRD9,g__Escherichia.s__Escherichia_coli
12036,UniRef90_A6T5I1,g__Escherichia.s__Escherichia_coli
12037,UniRef90_A6T5I1,g__Raoultella.s__Raoultella_ornithinolytica
12038,UniRef90_A6T5I1,g__Klebsiella.s__Klebsiella_quasipneumoniae
12039,UniRef90_A6T5I1,g__Klebsiella.s__Klebsiella_variicola
12040,UniRef90_A6T5I1,g__Klebsiella.s__Klebsiella_pneumoniae
12041,UniRef90_A6T5I1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
12046,UniRef90_A0A086TZN7,g__Escherichia.s__Escherichia_coli
12048,UniRef90_A0A376VTL1,g__Escherichia.s__Escherichia_coli
12052,UniRef90_A0A0T5XQS2,g__Escherichia.s__Escherichia_coli
12053,UniRef90_A0A0T5XQS2,g__Klebsiella.s__Klebsiella_pneumoniae
12056,UniRef90_V5XSX7,g__Enterococcus.s__Enterococcus_faecalis
12057,UniRef90_V5XSX7,g__Enterococcus.s__Enterococcus_faecium
12063,UniRef90_A0A331QF47,g__Klebsiella.s__Klebsiella_pneumoniae
12065,UniRef90_B1LQD5,g__Escherichia.s__Escherichia_coli
12067,UniRef90_A0A0T5XFB5,g__Klebsiella.s__Klebsiella_variicola
12068,UniRef90_A0A0T5XFB5,g__Escherichia.s__Escherichia_coli
12072,UniRef90_A0A1V6M827,g__Klebsiella.s__Klebsiella_pneumoniae
12074,UniRef90_W9A084,g__Escherichia.s__Escherichia_coli
12076,UniRef90_B7MZ47,g__Escherichia.s__Escherichia_coli
12077,UniRef90_B7MZ47,g__Klebsiella.s__Klebsiella_pneumoniae
12080,UniRef90_D7Y4M5,g__Escherichia.s__Escherichia_coli
12084,UniRef90_H4LLE3,g__Escherichia.s__Escherichia_coli
12088,UniRef90_A0A0T5XPI6,g__Klebsiella.s__Klebsiella_pneumoniae
12089,UniRef90_A0A0T5XPI6,g__Escherichia.s__Escherichia_coli
12091,UniRef90_A0A1V3C9M2,g__Escherichia.s__Escherichia_coli
12095,UniRef90_A0A0T5XPK3,g__Klebsiella.s__Klebsiella_pneumoniae
12096,UniRef90_A0A0T5XPK3,g__Escherichia.s__Escherichia_coli
12098,UniRef90_A0A1R1K5H4,g__Escherichia.s__Escherichia_coli
12100,UniRef90_A0A376LDK0,g__Escherichia.s__Escherichia_coli
12105,UniRef90_A0A073HVJ3,g__Escherichia.s__Escherichia_coli
12108,UniRef90_A0A0T5XKN6,g__Klebsiella.s__Klebsiella_pneumoniae
12110,UniRef90_A0A0T5XKN6,g__Escherichia.s__Escherichia_coli
12112,UniRef90_A0A0T5XRW4,g__Escherichia.s__Escherichia_coli
12114,UniRef90_A0A0T5XRW4,g__Klebsiella.s__Klebsiella_pneumoniae
12116,UniRef90_Q1RFI0,g__Escherichia.s__Escherichia_coli
12118,UniRef90_A0A0H2VD55,g__Escherichia.s__Escherichia_coli
12120,UniRef90_A0A0T5XEZ8,g__Klebsiella.s__Klebsiella_pneumoniae
12121,UniRef90_A0A0T5XEZ8,g__Escherichia.s__Escherichia_coli
12129,UniRef90_A0A1X9QAF0,g__Raoultella.s__Raoultella_ornithinolytica
12130,UniRef90_A0A1X9QAF0,g__Klebsiella.s__Klebsiella_quasipneumoniae
12131,UniRef90_A0A1X9QAF0,g__Klebsiella.s__Klebsiella_pneumoniae
12133,UniRef90_Q47710,g__Klebsiella.s__Klebsiella_pneumoniae
12134,UniRef90_Q47710,g__Escherichia.s__Escherichia_coli
12140,UniRef90_A0A2G9BXU6,g__Escherichia.s__Escherichia_coli
12142,UniRef90_A0A377K4G4,g__Escherichia.s__Escherichia_coli
12144,UniRef90_H4KM02,g__Escherichia.s__Escherichia_coli
12146,UniRef90_A0A376JVA0,g__Escherichia.s__Escherichia_coli
12149,UniRef90_Q1RC07,g__Escherichia.s__Escherichia_coli
12153,UniRef90_A0A1D3KG33,g__Raoultella.s__Raoultella_ornithinolytica
12154,UniRef90_A0A1D3KG33,g__Klebsiella.s__Klebsiella_quasipneumoniae
12155,UniRef90_A0A1D3KG33,g__Escherichia.s__Escherichia_coli
12156,UniRef90_A0A1D3KG33,g__Klebsiella.s__Klebsiella_variicola_CAG_634
12157,UniRef90_A0A1D3KG33,g__Klebsiella.s__Klebsiella_pneumoniae
12158,UniRef90_A0A1D3KG33,g__Klebsiella.s__Klebsiella_variicola
12160,UniRef90_A0A1S8ZS93,g__Escherichia.s__Escherichia_coli
12162,UniRef90_D8A6B5,g__Escherichia.s__Escherichia_coli
12166,UniRef90_A0A377JXD3,g__Escherichia.s__Escherichia_coli
12172,UniRef90_A0A377DBI3,g__Escherichia.s__Escherichia_coli
12176,UniRef90_A0A094WHQ1,g__Escherichia.s__Escherichia_coli
12178,UniRef90_U9Z3R7,g__Escherichia.s__Escherichia_coli
12180,UniRef90_A0A0T5XG44,g__Escherichia.s__Escherichia_coli
12181,UniRef90_A0A0T5XG44,g__Klebsiella.s__Klebsiella_pneumoniae
12184,UniRef90_V0YDC7,g__Escherichia.s__Escherichia_coli
12186,UniRef90_E1JDV6,g__Escherichia.s__Escherichia_coli
12189,UniRef90_A0A336J5P3,g__Klebsiella.s__Klebsiella_pneumoniae
12193,UniRef90_A0A0T5XK42,g__Klebsiella.s__Klebsiella_pneumoniae
12194,UniRef90_A0A0T5XK42,g__Escherichia.s__Escherichia_coli
12196,UniRef90_A0A0C2DK22,g__Escherichia.s__Escherichia_coli
12198,UniRef90_A0A376SHB6,g__Escherichia.s__Escherichia_coli
12204,UniRef90_A0A0K4C1V2,g__Escherichia.s__Escherichia_coli
12206,UniRef90_A0A376ZPI0,g__Escherichia.s__Escherichia_coli
12209,UniRef90_A0A141R9R9,g__Klebsiella.s__Klebsiella_pneumoniae
12214,UniRef90_A0A228XKA7,g__Escherichia.s__Escherichia_coli
12217,UniRef90_G8LJ72,g__Klebsiella.s__Klebsiella_pneumoniae
12221,UniRef90_A0A073GUR8,g__Escherichia.s__Escherichia_coli
12224,UniRef90_G8LG30,g__Klebsiella.s__Klebsiella_pneumoniae
12226,UniRef90_A0A166YWL5,g__Klebsiella.s__Klebsiella_pneumoniae
12227,UniRef90_A0A166YWL5,g__Escherichia.s__Escherichia_coli
12232,UniRef90_A0A0T5XHZ7,g__Escherichia.s__Escherichia_coli
12233,UniRef90_A0A0T5XHZ7,g__Klebsiella.s__Klebsiella_pneumoniae
12235,UniRef90_A0A2I2HE30,g__Escherichia.s__Escherichia_coli
12241,UniRef90_A0A0T5XGF6,g__Klebsiella.s__Klebsiella_pneumoniae
12243,UniRef90_A0A0T5XGF6,g__Escherichia.s__Escherichia_coli
12245,UniRef90_A0A192CJR7,g__Escherichia.s__Escherichia_coli
12247,UniRef90_A0A210GQ42,g__Escherichia.s__Escherichia_coli
12249,UniRef90_F4UYP8,g__Escherichia.s__Escherichia_coli
12251,UniRef90_P0A9Q8,g__Escherichia.s__Escherichia_coli
12252,UniRef90_P0A9Q8,g__Raoultella.s__Raoultella_ornithinolytica
12253,UniRef90_P0A9Q8,g__Klebsiella.s__Klebsiella_variicola
12254,UniRef90_P0A9Q8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
12256,UniRef90_P0A9Q8,g__Klebsiella.s__Klebsiella_pneumoniae
12257,UniRef90_P0A9Q8,g__Klebsiella.s__Klebsiella_quasipneumoniae
12260,UniRef90_A0A0T5XL30,g__Escherichia.s__Escherichia_coli
12261,UniRef90_A0A0T5XL30,g__Klebsiella.s__Klebsiella_pneumoniae
12265,UniRef90_A0A0P7LND5,g__Escherichia.s__Escherichia_coli
12267,UniRef90_A0A0P7LND5,g__Klebsiella.s__Klebsiella_quasipneumoniae
12269,UniRef90_A0A0T5XK30,g__Escherichia.s__Escherichia_coli
12271,UniRef90_A0A0T5XK30,g__Raoultella.s__Raoultella_ornithinolytica
12272,UniRef90_A0A0T5XK30,g__Klebsiella.s__Klebsiella_variicola_CAG_634
12273,UniRef90_A0A0T5XK30,g__Klebsiella.s__Klebsiella_variicola
12275,UniRef90_A0A0H3EMH2,g__Escherichia.s__Escherichia_coli
12277,UniRef90_B7UR12,g__Escherichia.s__Escherichia_coli
12278,UniRef90_B7UR12,g__Klebsiella.s__Klebsiella_quasipneumoniae
12279,UniRef90_B7UR12,g__Klebsiella.s__Klebsiella_pneumoniae
12280,UniRef90_B7UR12,g__Klebsiella.s__Klebsiella_variicola_CAG_634
12281,UniRef90_B7UR12,g__Raoultella.s__Raoultella_ornithinolytica
12282,UniRef90_B7UR12,g__Klebsiella.s__Klebsiella_variicola
12287,UniRef90_A0A1D7PD00,g__Escherichia.s__Escherichia_coli
12289,UniRef90_A0A370ZD58,g__Klebsiella.s__Klebsiella_pneumoniae
12293,UniRef90_A0A0T5XE24,g__Klebsiella.s__Klebsiella_pneumoniae
12294,UniRef90_A0A0T5XE24,g__Escherichia.s__Escherichia_coli
12298,UniRef90_Q8FB30,g__Escherichia.s__Escherichia_coli
12299,UniRef90_Q8FB30,g__Klebsiella.s__Klebsiella_pneumoniae
12302,UniRef90_Q32HY7,g__Escherichia.s__Escherichia_coli
12304,UniRef90_A0A2I5SQZ9,g__Escherichia.s__Escherichia_coli
12306,UniRef90_A0A377UKT1,g__Klebsiella.s__Klebsiella_pneumoniae
12308,UniRef90_A0A376PI88,g__Escherichia.s__Escherichia_coli
12309,UniRef90_A0A376PI88,g__Klebsiella.s__Klebsiella_variicola
12310,UniRef90_A0A376PI88,g__Klebsiella.s__Klebsiella_pneumoniae
12312,UniRef90_Q329S9,g__Klebsiella.s__Klebsiella_pneumoniae
12313,UniRef90_Q329S9,g__Escherichia.s__Escherichia_coli
12315,UniRef90_A0A376D3F8,g__Escherichia.s__Escherichia_coli
12318,UniRef90_A0A2T1LNP3,g__Klebsiella.s__Klebsiella_pneumoniae
12319,UniRef90_A0A2T1LNP3,g__Escherichia.s__Escherichia_coli
12320,UniRef90_A0A2T1LNP3,g__Raoultella.s__Raoultella_ornithinolytica
12322,UniRef90_A0A2W0HAT7,g__Escherichia.s__Escherichia_coli
